id,scope,scope_label,model,domain,domain_zh,variant,variant_zh,measure,evaluation_metric,passed,judged,planned,missing,unique_tasks,posthoc_runs,rate,percentage,display_percentage,confirmed_lower_bound_rate_all_planned,source_hostname,source_path,source_file_sha256,updated_at
ds_core_3runs/chemistry/multi/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,chemistry,化学,multi,多变体,P,numerical_ID_and_OOD,0,40,42,2,14,11,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/chemistry/multi/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,chemistry,化学,multi,多变体,M,numerical_ID_and_OOD,0,40,42,2,14,11,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/biology/original/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,biology,生物,original,Original,P,numerical_ID_and_OOD,4,6,6,0,2,0,0.6666666666666666,66.66666666666667,66.67%,0.6666666666666666,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/biology/original/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,biology,生物,original,Original,M,numerical_ID_and_OOD,0,6,6,0,2,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/biology/single/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,biology,生物,single,单变体,P,numerical_ID_and_OOD,1,12,12,0,4,1,0.08333333333333333,8.333333333333334,8.33%,0.08333333333333333,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/biology/single/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,biology,生物,single,单变体,M,numerical_ID_and_OOD,0,12,12,0,4,1,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/biology/multi/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,biology,生物,multi,多变体,P,numerical_ID_and_OOD,0,42,42,0,14,6,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/biology/multi/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,biology,生物,multi,多变体,M,numerical_ID_and_OOD,0,42,42,0,14,6,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/material/original/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,material,材料,original,Original,P,numerical_ID_and_OOD,3,6,6,0,2,1,0.5,50.0,50.00%,0.5,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/material/original/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,material,材料,original,Original,M,numerical_ID_and_OOD,0,6,6,0,2,1,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/material/single/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,material,材料,single,单变体,P,numerical_ID_and_OOD,1,12,12,0,4,3,0.08333333333333333,8.333333333333334,8.33%,0.08333333333333333,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/material/single/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,material,材料,single,单变体,M,numerical_ID_and_OOD,0,12,12,0,4,3,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/material/multi/P,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,material,材料,multi,多变体,P,numerical_ID_and_OOD,1,40,42,2,14,8,0.025,2.5,2.50%,0.023809523809523808,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
ds_core_3runs/material/multi/M,ds_core_3runs,DeepSeek Core（3次）,deepseek/deepseek-v4-flash-0731,material,材料,multi,多变体,M,numerical_ID_and_OOD,0,40,42,2,14,8,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/physics/original/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,physics,物理,original,Original,P,numerical_ID_and_OOD,6,6,6,0,2,0,1.0,100.0,100.00%,1.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/physics/original/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,physics,物理,original,Original,M,numerical_ID_and_OOD,6,6,6,0,2,0,1.0,100.0,100.00%,1.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/physics/single/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,physics,物理,single,单变体,P,numerical_ID_and_OOD,4,12,12,0,4,0,0.3333333333333333,33.333333333333336,33.33%,0.3333333333333333,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/physics/single/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,physics,物理,single,单变体,M,numerical_ID_and_OOD,1,12,12,0,4,0,0.08333333333333333,8.333333333333334,8.33%,0.08333333333333333,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/physics/multi/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,physics,物理,multi,多变体,P,numerical_ID_and_OOD,2,40,42,2,14,0,0.05,5.0,5.00%,0.047619047619047616,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/physics/multi/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,physics,物理,multi,多变体,M,numerical_ID_and_OOD,0,40,42,2,14,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/chemistry/original/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,chemistry,化学,original,Original,P,numerical_ID_and_OOD,1,6,6,0,2,0,0.16666666666666666,16.666666666666668,16.67%,0.16666666666666666,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/chemistry/original/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,chemistry,化学,original,Original,M,numerical_ID_and_OOD,0,6,6,0,2,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/chemistry/single/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,chemistry,化学,single,单变体,P,numerical_ID_and_OOD,2,12,12,0,4,0,0.16666666666666666,16.666666666666668,16.67%,0.16666666666666666,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/chemistry/single/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,chemistry,化学,single,单变体,M,numerical_ID_and_OOD,0,12,12,0,4,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/chemistry/multi/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,chemistry,化学,multi,多变体,P,numerical_ID_and_OOD,0,42,42,0,14,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/chemistry/multi/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,chemistry,化学,multi,多变体,M,numerical_ID_and_OOD,0,42,42,0,14,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/biology/original/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,biology,生物,original,Original,P,numerical_ID_and_OOD,3,6,6,0,2,0,0.5,50.0,50.00%,0.5,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/biology/original/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,biology,生物,original,Original,M,numerical_ID_and_OOD,0,6,6,0,2,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/biology/single/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,biology,生物,single,单变体,P,numerical_ID_and_OOD,1,12,12,0,4,0,0.08333333333333333,8.333333333333334,8.33%,0.08333333333333333,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/biology/single/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,biology,生物,single,单变体,M,numerical_ID_and_OOD,0,12,12,0,4,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/biology/multi/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,biology,生物,multi,多变体,P,numerical_ID_and_OOD,1,42,42,0,14,0,0.023809523809523808,2.380952380952381,2.38%,0.023809523809523808,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/biology/multi/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,biology,生物,multi,多变体,M,numerical_ID_and_OOD,0,42,42,0,14,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/material/original/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,material,材料,original,Original,P,numerical_ID_and_OOD,3,6,6,0,2,0,0.5,50.0,50.00%,0.5,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/material/original/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,material,材料,original,Original,M,numerical_ID_and_OOD,0,6,6,0,2,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/material/single/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,material,材料,single,单变体,P,numerical_ID_and_OOD,1,12,12,0,4,0,0.08333333333333333,8.333333333333334,8.33%,0.08333333333333333,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/material/single/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,material,材料,single,单变体,M,numerical_ID_and_OOD,0,12,12,0,4,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/material/multi/P,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,material,材料,multi,多变体,P,numerical_ID_and_OOD,0,42,42,0,14,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_core_3runs/material/multi/M,glm_core_3runs,GLM Core（3次）,z-ai/glm-5.3-flash,material,材料,multi,多变体,M,numerical_ID_and_OOD,0,42,42,0,14,0,0.0,0.0,0.00%,0.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/physics/original/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,physics,物理,original,Original,P,numerical_ID_and_OOD,4,4,4,0,4,0,1.0,100.0,100.00%,1.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/physics/original/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,physics,物理,original,Original,M,numerical_ID_and_OOD,4,4,4,0,4,0,1.0,100.0,100.00%,1.0,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/physics/single/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,physics,物理,single,单变体,P,numerical_ID_and_OOD,8,20,20,0,20,0,0.4,40.0,40.00%,0.4,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/physics/single/M,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,physics,物理,single,单变体,M,numerical_ID_and_OOD,1,20,20,0,20,0,0.05,5.0,5.00%,0.05,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
glm_full_first/physics/multi/P,glm_full_first,GLM Full（首次）,z-ai/glm-5.3-flash,physics,物理,multi,多变体,P,numerical_ID_and_OOD,12,103,104,1,104,0,0.11650485436893204,11.650485436893204,11.65%,0.11538461538461539,chengjialindeMacBook-Air.local,/Users/chengjialin/Documents/机制发现benchmark/fullplan-20260923-FYKggc/analysis/domain_pm_20260924/domain_pm_statistics.json,76e3bf9a09af6e7624406b86fd501162af4b9356e40ca229fd25a82de46f3813,2026-09-24T08:51:14.835113+00:00
